CitationStrings,Univ-Department,Discipline,Mannual_ann,CitationStyle
"Kuperberg, A. & Stone, P. (2008). The media depiction of women who opt out. Gender & Society, 22, 497-517.",csu-hd,Human Development and Family Studies,journal,apa
"Lovejoy, J. & Stone, P. (2012). Opting back in: The influence of time at home on professional women's career redirection after opting out. Gender, Work & Organization, 19, 631-653.",csu-hd,Human Development and Family Studies,journal,apa
"Lyness, K. S. & Judiesch, M. K. (2001). Are female managers quitters? The relationships of gender, promotions, and family leaves of absence to voluntary turnover. Journal of Applied Psychology, 86, 1167-1178.",csu-hd,Human Development and Family Studies,journal,apa
"Lyness, K.S. & Thompson, D.E. (1997). Above the glass ceiling? A comparison of matched samples of female and male executives. Journal of Applied Psychology, 82, 359-375.",csu-hd,Human Development and Family Studies,journal,apa
"Lyness, K. S. & Thompson, D. E. (2000). Climbing the corporate ladder: Do female and male executives follow the same route? Journal of Applied Psychology, 85, 86-101.",csu-hd,Human Development and Family Studies,journal,apa
"Mainiero, L. A. & Sullivan, S. E. (2005). Kaleidoscope careers: An alternate explanation for the opt-out revolution. Academy of Management Journal, 19, 106-123.",csu-hd,Human Development and Family Studies,journal,apa
"Mattis, M. (2004). Women entrepreneurs: out from under the glass ceiling. Women in Management Review, 19, 154-163.",csu-hd,Human Development and Family Studies,journal,apa
"Miller, S. (1996). Questioning, resisting, acquiescing, balancing: New mothers' career reentry strategies. Healthcare for Women International, 17, 109-131.",csu-hd,Human Development and Family Studies,journal,apa
"Powell, G. N. & Butterfield, A. (2003). Gender, gender identity, and aspirations to top management, Women in Management Review, 18, 88 Ð 96.",csu-hd,Human Development and Family Studies,journal,apa
"Powell, G. N. & Butterfield, D. A. (2012). Sex, gender, and aspirations to top management: Who's opting out? Who's opting in? Journal of Vocational Behavior, 82, 30-36.",csu-hd,Human Development and Family Studies,journal,apa
"Ragins,B.R., Townsend, B. & Mattis,M. (1998). Gender gap in the executive suite: CEOS and female executives report on breaking the glass ceiling. Academy of Management Perspectives, 12, 28-42.",csu-hd,Human Development and Family Studies,journal,apa
"Schein, V. E. (2001). A global look at psychological barriers to women's progress in management. Journal of Social Issues, 57, 675-688.",csu-hd,Human Development and Family Studies,journal,apa
"Seale, C. (1999). Quality in qualitative research. Qualitative inquiry, 5, 465-478.",csu-hd,Human Development and Family Studies,journal,apa
"Singh P, Nadim A & Ezzedeem S.R. (2012). Leadership styles and gender: An extension. Journal of Leadership Studies, 5, 6-19.",csu-hd,Human Development and Family Studies,journal,apa
"Stone, P. & Lovejoy, M. (2004). Fast track women and the ""choice"" to stay home. The ANNALS of the American Academy of Political and Social Science, 596, 62-83.",csu-hd,Human Development and Family Studies,journal,apa
"Sullivan, S. E. (1999). The changing nature of careers: A review and research agenda. Journal of Management, 25, 457-484.",csu-hd,Human Development and Family Studies,journal,apa
"Sullivan, S. E. & Arthur, M. B. (2006). The evolution of the boundaryless career concept: Examining physical and psychological mobility. Journal of Vocational Behavior, 69, 19-29",csu-hd,Human Development and Family Studies,journal,apa
"Sullivan, S. E. & Mainiero, L. A. (2007). The changing nature of gender roles, alpha/beta careers and work-life issues: Theory-driven implications for human resource management. Career Development International, 12, 238-263.",csu-hd,Human Development and Family Studies,journal,apa
"Sullivan, S. E., Forret, M. L., Carraher, S. M., & Mainiero, L. A. (2009). Using the kaleidoscope career model to examine generational differences in work attitudes. Career Development International, 14, 284-302.",csu-hd,Human Development and Family Studies,journal,apa
"Sullivan, S. E., Martin, D. F., Carden, W. A., & Mainiero, L. A. (2003). The road less traveled: How to manage the recycling career stage. Journal of Leadership and Organizational Studies, 10, 34-42.",csu-hd,Human Development and Family Studies,journal,apa
"Toma, J. D. (2000). How getting close to your subjects makes qualitative data better. Theory Into Practice, 39, 177-184.",csu-hd,Human Development and Family Studies,journal,apa
"Tracy, S. (2010). Qualitative quality: Eight ""Big-tent"" criteria for excellent qualitative research. Qualitative Inquiry, 16, 837-851.",csu-hd,Human Development and Family Studies,journal,apa
"Wilhoit, E. (2014). Opting out (without kids): Understanding non-mothers' workplace exit in popular autobiographies. Gender, Work and Organization, 21, 260-272.",csu-hd,Human Development and Family Studies,journal,apa
"Williams, C. (2009). Talking 'bout my revolution: Opting-out and the end of feminism. Sex Roles, 60, 287-290.",csu-hd,Human Development and Family Studies,journal,apa
"Aghedo, A. M., K. W. Bowman, H. M. Worden, S. S. Kulawik, D. T. Shindell, J. F. Lamarque, G. Faluvegi, M. Parrington, D. B. A. Jones, and S. Rast (2011), The vertical distribution of ozone instantaneous radiative forcing from satellite and chemistry climate models, Journal of Geophysical Research, 116(D1), doi:10.1029/2010JD014243.",umd-mete,Meteorology,journal,elsevier-with-titles
"Bousserez, N. et al. (2007), Evaluation of the MOCAGE chemistry transport model during the ICARTT/ITOP experiment, Journal of Geophysical Research-Atmospheres, 112(D10s42), doi:10.1029/2006jd007595.",umd-mete,Meteorology,journal,harvard3
"Buker, M. L., M. H. Hitchman, G. J. Tripoli, R. B. Pierce, E. V. Browell, and J. A. Al-Saadi (2008), Long-range convective ozone transport during INTEX, J. Geophys. Res., 113(D14S90), doi:10.1029/2007JD009345.",umd-mete,Meteorology,journal,american-institute-of-physics
"Chapman, E. G., W. I. Gustafson Jr., R. C. Easter, J. C. Barnard, S. J. Ghan, M. S. Pekour, and J. D. Fast (2009), Coupling aerosol-cloud-radiative processes in the WRF-Chem model: Investigating the radiative impact of elevated point sources, Atmos. Chem. Phys., 9(3), 945Ð964, doi:10.5194/acp-9-945-2009.",umd-mete,Meteorology,journal,elsevier-with-titles
"Choi, Y., Y. Wang, T. Zeng, D. Cunnold, E.-S. Yang, R. Martin, K. Chance, V. Thouret, and E. Edgerton (2008), Springtime transitions of NO2, CO, and O3 over North America: Model evaluation and analysis, J. Geophys. Res., 113, doi:10.1029/2007JD009632.",umd-mete,Meteorology,journal,american-institute-of-physics
"Christian, H. J. et al. (2003), Global frequency and distribution of lightning as observed from space by the Optical Transient Detector, Journal of Geophysical Research-Atmospheres, 108(D1), doi:10.1029/2002jd002347.",umd-mete,Meteorology,journal,harvard3
"Clough, S. A., and M. J. Iacono (1995), Line-by-line calculation of atmospheric fluxes and cooling rates 2. Application to carbon dioxide, ozone, methane, nitrous oxide and the halocarbons, Journal of Geophysical Research, 100(D8), 16519Ð16535, doi:10.1029/95JD01386.",umd-mete,Meteorology,journal,harvard3
"Cooper, O. R. et al. (2006), Large upper tropospheric ozone enhancements above midlatitude North America during summer: In situ evidence from the IONS and MOZAIC ozone measurement network, Journal of Geophysical Research-Atmospheres, 111(D24s05), doi:10.1029/2006jd007306.",umd-mete,Meteorology,journal,elsevier-with-titles
"Cummins, K. L., M. J. Murphy, E. A. Bardo, W. L. Hiscox, R. B. Pyle, and A. E. Pifer (1998), A combined TOA/MDF Technology Upgrade of the US National Lightning Detection Network, Journal of Geophysical Research-Atmospheres, 103(D8), 9035Ð9044.",umd-mete,Meteorology,journal,american-institute-of-physics
"DeCaria, A. J., K. E. Pickering, G. L. Stenchikov, and L. E. Ott (2005), Lightning generated NOX and its impact on tropospheric ozone production: A three-dimensional modeling study of a Stratosphere-Troposphere Experiment: Radiation, Aerosols and Ozone (STERAO-A) thunderstorm, J. Geophys. Res., 110(D14).",umd-mete,Meteorology,journal,elsevier-with-titles
"Duncan, B. N., S. E. Strahan, Y. Yoshida, S. D. Steenrod, and N. Livesey (2007), Model study of the cross-tropopause transport of biomass burning pollution, Atmos. Chem. Phys., 7, 3713Ð3736.",umd-mete,Meteorology,journal,elsevier-with-titles
"Fast, J. D., W. I. Gustafson, R. C. Easter, R. A. Zaveri, J. C. Barnard, E. G. Chapman, G. A. Grell, and S. E. Peckham (2006), Evolution of ozone, particulates, and aerosol direct radiative forcing in the vicinity of Houston using a fully coupled meteorology-chemistry-aerosol model, Journal of Geophysical Research-Atmospheres, 111(D21), doi:10.1029/2005jd006721.",umd-mete,Meteorology,journal,elsevier-with-titles
"Fehr, T., H. Hâˆšâˆ‚ller, and H. Huntrieser (2004), Model study on production and transport of lightning-produced NOx in a EULINOX supercell storm, Journal of Geophysical Research, 109(D9), doi:10.1029/2003JD003935.",umd-mete,Meteorology,journal,harvard3
"Friedl, M. A. et al. (2002), Global land cover mapping from MODIS: algorithms and early results, Remote Sens. Environ., 83, 287Ð302.",umd-mete,Meteorology,journal,elsevier-with-titles
"Gauss, M. et al. (2003), Radiative forcing in the 21st century due to ozone changes in the troposphere and the lower stratosphere, Journal of Geophysical Research-Atmospheres, 108(D9), doi:10.1029/2002jd002624.",umd-mete,Meteorology,journal,harvard3
"Gilliland, A. B., C. Hogrefe, R. W. Pinder, J. M. Godowitch, K. L. Foley, and S. T. Rao (2008), Dynamic evaluation of regional air quality models: Assessing changes in O-3 stemming from changes in emissions and meteorology, Atmospheric Environment, 42(20), 5110Ð5123, doi:10.1016/j.atmosenv.2008.02.018.",umd-mete,Meteorology,journal,elsevier-with-titles
"Guenther, A., T. Karl, P. Harley, C. Wiedinmyer, P. I. Palmer, and C. Geron (2006), Estimates of global terrestrial isoprene emissions using MEGAN (Model of Emissions of Gases and Aerosols from Nature), Atmospheric Chemistry and Physics, 6, 3181Ð3210.",umd-mete,Meteorology,journal,elsevier-with-titles
"Gustafson, W. I., E. G. Chapman, S. J. Ghan, R. C. Easter, and J. D. Fast (2007), Impact on modeled cloud characteristics due to simplified treatment of uniform cloud condensation nuclei during NEAQS 2004, Geophysical Research Letters, 34(19), doi:10.1029/2007GL030021.",umd-mete,Meteorology,journal,harvard3
"Heald, C. L., D. J. Jacob, P. I. Palmer, M. J. Evans, G. W. Sachse, H. B. Singh, and D. R. Blake (2003), Biomass burning emission inventory with daily resolution: Application to aircraft observations of Asian outflow, J. Geophys. Res., 108, doi:10.1029/2002JD003082.",umd-mete,Meteorology,journal,elsevier-with-titles
"Hogrefe, C., B. Lynn, K. Civerolo, J. Y. Ku, J. Rosenthal, C. Rosenzweig, R. Goldberg, S. Gaffin, K. Knowlton, and P. L. Kinney (2004), Simulating changes in regional air pollution over the eastern United States due to changes in global and regional climate and emissions, J. Geophys. Res., 109(D22), doi:10.1029/2004JD004690.",umd-mete,Meteorology,journal,elsevier-with-titles
"Hudman, R. C., L. T. Murray, D. J. Jacob, S. Turquety, S. Wu, D. B. Millet, M. Avery, A. H. Goldstein, and J. Holloway (2009), North American influence on tropospheric ozone and the effects of recent emission reductions: Constraints from ICARTT observations, Journal of Geophysical Research-Atmospheres, 114(D07302), 9, doi:10.1029/2008JD010126.",umd-mete,Meteorology,journal,elsevier-with-titles
"Justice, C. O., L. Giglio, S. Korontzi, J. Owens, J. T. Morrisette, D. Roy, J. Descloitres, S. Alleaume, F. Petitcolin, and Y. Kaufman (2002), The MODIS Fire Products, Remote Sens. Environ., 83, 244Ð262.",umd-mete,Meteorology,journal,elsevier-without-titles
"Kasischke, E. S., E. J. Hyer, P. C. Novelli, L. P. Bruhwiler, N. H. F. French, A. I. Sukhinin, J. H. Hewson, and S. B. J. (2005), Influences of boreal fire emissions on Northern Hemisphere atmospheric carbon and carbon monoxide, Global Biogeochem. Cycles, 19(GB1012), doi:10.1029/2004GB002300.",umd-mete,Meteorology,journal,elsevier-with-titles
"Kim, S. W., A. Heckel, S. A. McKeen, G. J. Frost, E. Y. Hsie, M. K. Trainer, A. Richter, J. P. Burrows, S. E. Peckham, and G. A. Grell (2006), Satellite-observed US power plant NOx emission reductions and their impact on air quality, Geophys. Res. Lett., 33(22).",umd-mete,Meteorology,journal,elsevier-with-titles
"Koo, B., C.-J. Chien, G. Tonnesen, R. Morris, J. Johnson, T. Sakulyanontvittaya, P. Piyachaturawat, and G. Yarwood (2010), Natural emissions for regional modeling of background ozone and particulate matter and impacts on emissions control strategies, Atmospheric Environment, 44(19), 2372Ð2382, doi:10.1016/j.atmosenv.2010.02.041.",umd-mete,Meteorology,journal,elsevier-with-titles
"Lamsal, L. N., R. V. Martin, A. Padmanabhan, A. van Donkelaar, Q. Zhang, C. E. Sioris, K. Chance, T. P. Kurosu, and M. J. Newchurch (2011), Application of satellite observations for timely updates to global anthropogenic NOx emission inventories, Geophysical Research Letters, 38(5), doi:10.1029/2010GL046476.",umd-mete,Meteorology,journal,elsevier-with-titles
"Lelieveld, J., and P. J. Crutzen (1994), Role of deep cloud convection in the ozone budget of the troposphere, Science, 264, 1759Ð1761.",umd-mete,Meteorology,journal,harvard3
"Li, Q. B., D. J. Jacob, R. Park, Y. X. Wang, C. L. Heald, R. Hudman, R. M. Yantosca, R. V. Martin, and M. Evans (2005), North American pollution outflow and the trapping of convectively lifted pollution by upper-level anticyclone, Journal of Geophysical Research-Atmospheres, 110(D10301), doi:10.1029/2004jd005039.",umd-mete,Meteorology,journal,elsevier-with-titles
"Liu, S. C., M. Trainer, F. C. Fehsenfeld, D. D. Parrish, E. J. Williams, D. W. Fahey, G. Huebler, and P. C. Murphy (1987), Ozone production in the rural troposphere and the implications for regional and global ozone distributions, J. Geophys. Res., 92(4), 4191Ð4207.",umd-mete,Meteorology,journal,elsevier-with-titles
"Martini, M., D. J. Allen, K. E. Pickering, G. L. Stenchikov, A. Richter, E. J. Hyer, and C. P. Loughner (2011), The impact of North American anthropogenic emissions and lightning on long-range transport of trace gases and their export from the continent during summers 2002 and 2004, J. Geophys. Res., 116, doi:201110.1029/2010JD014305.",umd-mete,Meteorology,journal,elsevier-with-titles
"Mickley, L. J., D. J. Jacob, B. D. Field, and D. Rind (2004), Climate response to the increase in tropospheric ozone since preindustrial times: A comparison between ozone and equivalent CO2 forcings, Journal of Geophysical Research-Atmospheres, 109(D5), doi:10.1029/2003jd003653.",umd-mete,Meteorology,journal,harvard3
